Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
10,"KFU Ahmed, S Parvin, AJ Chamkha","Numerical Analysis based on Heatline Approach for Natural Convection Flows within Prismatic Enclosures",2015,"International Journal of Energy &Technology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7006426357091617745",39,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:hC7cP41nSMkC",7,2,19,29,10,1.00,3,3,10,"","",""
6,"A Akter, S Parvin","Numerical analysis of a blood flow model for arterial stenosis in presence of external magnetic field",2019,"AIP conference proceedings","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7518135109559734429",50,"2025-03-24 02:18:52","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:l7t_Zn2s7bgC",2121,1,,,6,1.00,3,2,6,"","",""
2,"S Parvin, AK Azad","Photovoltaic thermal (PVT) system performance analysis in Dhaka, Bangladesh for different flow regimes using kerosene oil-based CNT nanofluid",2023,"2023 IEEE Conference on Power Electronics and Renewable Energy (CPERE)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8239848778816460040",72,"2025-03-24 02:18:52","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:Mojj43d5GZwC",,,1,7,2,1.00,1,2,2,"","",""
2,"A Nahar, S Parvin, M Hasanuzzaman, NA Rahim","Thermo-Fluid Physiognomies of a Photovoltaic Thermal Collector: A Comparative Study With Different Flow Channel Materials",2023,"Journal of Solar Energy Engineering","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7899697829774523887",73,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:kRWSkSYxWN8C",145,1,11001,11001,2,1.00,1,4,2,"","",""
7,"A Uddin, SS Rahman, H Ahmad, S Parvin, K Momena","In vitro regeneration of lisianthus (Eustoma grandiflorum Grise)",2017,"International Journal of Business, Social and Scientific Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15863747008393673173",44,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:UHK10RUVsp4C",5,2,126,135,7,0.88,1,5,8,"","",""
7,"R Chowdhury, S Parvin, MAH Khan, AJ Chamkha","Effect of magnetic field and heat generation on free convection in a porous media filled equilateral triangular cavity",2015,"Int. J. Energy Technol","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13013401105888941401",45,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:2P1L_qKh6hAC",7,,49,61,7,0.70,2,4,10,"","",""
9,"R Nasrin, S Parvin, MA Alim","Free convective phenomena in a tilted enclosure filled with water-Al2O3",2012,"International Journal of Engineering, Science and Technology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6524211038581564837",41,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:LkGwnXOMwfcC",4,3,1,14,9,0.69,3,3,13,"","",""
6,"S Parvin, A Siddiqua","Heat line analysis for MHD mixed convection flow of nanofluid within a driven cavity containing heat generating block",2016,"AIP Conference Proceedings","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5054908063297118864",51,"2025-03-24 02:18:52","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:O3NaXMp0MMsC",1754,1,,,6,0.67,3,2,9,"","",""
2,"S Parvin, A Siddiqua, M Hasanuzzaman","Numerical Simulation for Nanofluid Flow in a Wall Driven Cavity with Solid Hindrance: Impact of Thermal Conductivity Ratio and Heat Generation",2022,"Journal of Nanofluids","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9535504573811639612",74,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:1qzjygNMrQYC",11,2,251,262,2,0.67,1,3,3,"","",""
6,"H Mehraj, MS Hussain, S Parvin, IH Shiam, AFM Jamal Udddin","Foliar application of calcium for quality production of strawberry",2015,"J. Expt. Biosci","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6127063355435602502",52,"2025-03-24 02:18:52","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Chou2i8AAAAJ&pagesize=100&citation_for_view=Chou2i8AAAAJ:PR6Y55bgFSsC",6,,73,76,6,0.60,1,5,10,"","",""
